name,file_path,label,verb_in_name,template,is_inherited,constructors,total_methods,nonpublic_methods,static_methods,biggest_method_size,total_fields,nonpublic_fields,fields_class_refs,getters,setters,CG_edges,CG_no_entrance_vertexes,CG_no_out_vertexes,CG_comp_num,CG_strong_comp_num
ExternalHeaderFileInfoSource,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/HeaderSearch.h,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
PragmaHandler,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/Pragma.h,-1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0
HeaderSearchOptions,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/HeaderSearchOptions.h,-1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,31.0,0.0,1.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0
UndefMacroDirective,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/MacroInfo.h,-1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
VisibilityMacroDirective,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/MacroInfo.h,-1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0
DirectoryLookup,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/DirectoryLookup.h,-1.0,0.0,0.0,0.0,2.0,15.0,0.06666666666666667,0.0,266.0,7.0,0.7142857142857143,3.0,12.0,1.0,21.0,4.0,5.0,5.0,15.0
ModuleMapCallbacks,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/ModuleMap.h,-1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
MultipleIncludeOpt,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/MultipleIncludeOpt.h,-1.0,1.0,0.0,0.0,1.0,14.0,0.0,0.0,30.0,7.0,1.0,4.0,6.0,1.0,3.0,11.0,13.0,13.0,14.0
CharLiteralParser,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/LiteralSupport.h,-1.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,9.0,6.0,1.0,0.0,9.0,0.0,0.0,10.0,10.0,10.0,10.0
Token,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/Token.h,-1.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,26.0,5.0,1.0,0.0,30.0,12.0,31.0,25.0,34.0,34.0,47.0
NumericLiteralParser,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/LiteralSupport.h,-1.0,0.0,0.0,0.0,1.0,18.0,0.5,2.0,389.0,20.0,0.55,1.0,10.0,0.0,16.0,10.0,10.0,10.0,18.0
StringLiteralParser,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/LiteralSupport.h,-1.0,1.0,0.0,0.0,2.0,16.0,0.1875,0.0,560.0,15.0,0.8666666666666667,4.0,13.0,0.0,6.0,13.0,12.0,12.0,16.0
MacroInfo,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/MacroInfo.h,-1.0,0.0,0.0,0.0,1.0,47.0,0.0425531914893617,0.0,185.0,18.0,1.0,4.0,23.0,13.0,7.0,43.0,42.0,42.0,47.0
ModuleMacro,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/MacroInfo.h,-1.0,0.0,0.0,1.0,1.0,9.0,0.0,2.0,13.0,5.0,1.0,3.0,3.0,0.0,2.0,7.0,7.0,7.0,9.0
PPChainedCallbacks,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/PPCallbacks.h,-1.0,0.0,0.0,1.0,1.0,29.0,0.034482758620689655,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0
ResetMacroExpansionHelper,/home/peterterry/LLVM_Clang/llvm/tools/clang/lib/Lex/PPDirectives.cpp,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CodeCompletionHandler,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/CodeCompletionHandler.h,-1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0
PPValue,/home/peterterry/LLVM_Clang/llvm/tools/clang/lib/Lex/PPExpressions.cpp,-1.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,13.0,3.0,0.6666666666666666,3.0,4.0,5.0,0.0,9.0,9.0,9.0,9.0
PTHStatCache,/home/peterterry/LLVM_Clang/llvm/tools/clang/lib/Lex/PTHLexer.cpp,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,56.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
PTHStatLookupTrait,/home/peterterry/LLVM_Clang/llvm/tools/clang/lib/Lex/PTHLexer.cpp,-1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0
PTHFileLookupCommonTrait,/home/peterterry/LLVM_Clang/llvm/tools/clang/lib/Lex/PTHLexer.cpp,-1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
PTHFileLookupTrait,/home/peterterry/LLVM_Clang/llvm/tools/clang/lib/Lex/PTHLexer.cpp,-1.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0
PTHFileData,/home/peterterry/LLVM_Clang/llvm/tools/clang/lib/Lex/PTHLexer.cpp,-1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0
PTHStatData,/home/peterterry/LLVM_Clang/llvm/tools/clang/lib/Lex/PTHLexer.cpp,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTHStringLookupTrait,/home/peterterry/LLVM_Clang/llvm/tools/clang/lib/Lex/PTHLexer.cpp,-1.0,1.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,6.0
EmptyPragmaHandler,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/Pragma.h,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
LexingFor_PragmaRAII,/home/peterterry/LLVM_Clang/llvm/tools/clang/lib/Lex/Pragma.cpp,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
PragmaNamespace,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/Pragma.h,-1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,47.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,5.0,5.0,6.0
MacroExpansion,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/PreprocessingRecord.h,-1.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,15.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,3.0,3.0,4.0
InclusionDirective,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/PreprocessingRecord.h,-1.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,10.0,5.0,1.0,2.0,3.0,0.0,0.0,6.0,6.0,6.0,6.0
MacroDefinitionRecord,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/PreprocessingRecord.h,-1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,10.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0
PPEntityComp,/home/peterterry/LLVM_Clang/llvm/tools/clang/lib/Lex/PreprocessingRecord.cpp,-1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,19.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,3.0,4.0
PreprocessingDirective,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/PreprocessingRecord.h,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
ExternalPreprocessingRecordSource,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/PreprocessingRecord.h,-1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0
PreprocessorOptions,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/PreprocessorOptions.h,-1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,7.0,21.0,0.047619047619047616,1.0,1.0,5.0,0.0,8.0,8.0,8.0,8.0
ScratchBuffer,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/ScratchBuffer.h,-1.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,83.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
TokenConcatenation,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Lex/TokenConcatenation.h,-1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,545.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
BreakStmt,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Stmt.h,-1.0,1.0,0.0,1.0,2.0,6.0,0.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,0.0,6.0,6.0,6.0,6.0
ContinueStmt,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Stmt.h,-1.0,1.0,0.0,1.0,2.0,6.0,0.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,0.0,6.0,6.0,6.0,6.0
ArrayTypeLoc,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TypeLoc.h,-1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,7.0,3.0,7.0,8.0,6.0,6.0,11.0
ExtQuals,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Type.h,-1.0,0.0,0.0,1.0,1.0,11.0,0.09090909090909091,1.0,15.0,1.0,1.0,1.0,8.0,0.0,2.0,10.0,9.0,9.0,11.0
DecayedTypeLoc,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TypeLoc.h,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StmtExpr,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Expr.h,-1.0,0.0,0.0,1.0,2.0,11.0,0.0,1.0,7.0,3.0,1.0,3.0,6.0,3.0,0.0,11.0,11.0,11.0,11.0
ExplicitCastExpr,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Expr.h,-1.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,9.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,4.0,4.0,4.0
PointerLikeTypeTraits,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/DeclCXX.h,-1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0
BlockPointerType,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Type.h,-1.0,1.0,0.0,1.0,1.0,6.0,0.0,2.0,10.0,1.0,1.0,1.0,2.0,0.0,2.0,5.0,4.0,4.0,6.0
OpaquePtr,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Sema/Ownership.h,-1.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,10.0,1.0,1.0,0.0,5.0,1.0,2.0,5.0,6.0,6.0,7.0
ObjCDeclSpec,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Sema/DeclSpec.h,-1.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,15.0,6.0,1.0,3.0,8.0,5.0,0.0,14.0,14.0,14.0,14.0
ParameterABIAttr,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Attr.h,-1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
ObjCIvarRefExpr,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/ExprObjC.h,-1.0,0.0,0.0,1.0,2.0,18.0,0.0,1.0,7.0,6.0,1.0,4.0,10.0,6.0,0.0,18.0,18.0,18.0,18.0
PointerLikeTypeTraits,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/DeclGroup.h,-1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0
ObjCStringLiteral,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/ExprObjC.h,-1.0,1.0,0.0,1.0,2.0,9.0,0.0,1.0,9.0,2.0,1.0,2.0,5.0,2.0,0.0,9.0,9.0,9.0,9.0
OverloadedTemplateStorage,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TemplateName.h,-1.0,0.0,0.0,1.0,1.0,4.0,0.5,0.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0,4.0
CompoundScopeInfo,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Sema/ScopeInfo.h,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
AvailabilitySpec,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Availability.h,-1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,4.0,1.0,4.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0
ParsedAttributes,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Sema/AttributeList.h,-1.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,41.0,2.0,1.0,2.0,3.0,10.0,7.0,9.0,14.0,14.0,16.0
ObjCSelectorExpr,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/ExprObjC.h,-1.0,0.0,0.0,1.0,2.0,11.0,0.0,1.0,7.0,3.0,1.0,3.0,6.0,3.0,0.0,11.0,11.0,11.0,11.0
cast_convert_decl_context,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/DeclBase.h,-1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
SubstTemplateTypeParmPackTypeLoc,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TypeLoc.h,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PossiblyUnreachableDiag,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Sema/ScopeInfo.h,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specific_attr_iterator,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/AttrIterator.h,-1.0,0.0,0.0,0.0,2.0,6.0,0.3333333333333333,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0
ArraySubscriptExpr,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Expr.h,-1.0,0.0,0.0,1.0,2.0,17.0,0.0,1.0,8.0,2.0,1.0,2.0,12.0,3.0,1.0,16.0,16.0,16.0,17.0
AsTypeExpr,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Expr.h,-1.0,1.0,0.0,1.0,2.0,7.0,0.0,1.0,4.0,3.0,1.0,3.0,5.0,0.0,0.0,7.0,7.0,7.0,7.0
ConcreteTypeLoc,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TypeLoc.h,-1.0,1.0,0.0,1.0,0.0,23.0,0.782608695652174,2.0,35.0,0.0,0.0,0.0,20.0,0.0,14.0,12.0,18.0,18.0,23.0
ObjCIndirectCopyRestoreExpr,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/ExprObjC.h,-1.0,1.0,0.0,1.0,2.0,9.0,0.1111111111111111,1.0,9.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,8.0,8.0,9.0
LValueReferenceTypeLoc,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TypeLoc.h,-1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0
MemberPointerTypeLoc,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TypeLoc.h,-1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,38.0,0.0,0.0,0.0,4.0,2.0,3.0,5.0,4.0,4.0,7.0
TypedefTypeLoc,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TypeLoc.h,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
TypeSourceInfo,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Decl.h,-1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0
IsResultPtrLowBitFree,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Sema/Ownership.h,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VectorTypeLoc,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TypeLoc.h,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnqualTypeLoc,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TypeLoc.h,-1.0,1.0,0.0,1.0,2.0,3.0,0.3333333333333333,1.0,9.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,3.0
AttributedTypeLoc,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TypeLoc.h,-1.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,43.0,0.0,0.0,0.0,12.0,4.0,13.0,12.0,7.0,7.0,17.0
DeclStmt,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Stmt.h,-1.0,0.0,0.0,1.0,2.0,22.0,0.0,1.0,7.0,3.0,1.0,3.0,9.0,3.0,0.0,22.0,22.0,22.0,22.0
ConvertVectorExpr,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Expr.h,-1.0,1.0,0.0,1.0,2.0,9.0,0.0,1.0,5.0,4.0,1.0,4.0,6.0,1.0,0.0,9.0,9.0,9.0,9.0
ImaginaryLiteral,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Expr.h,-1.0,0.0,0.0,1.0,2.0,7.0,0.0,1.0,9.0,1.0,1.0,1.0,4.0,1.0,0.0,7.0,7.0,7.0,7.0
CXXBaseSpecifier,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/DeclCXX.h,-1.0,1.0,0.0,0.0,2.0,13.0,0.0,0.0,22.0,7.0,1.0,3.0,12.0,1.0,0.0,13.0,13.0,13.0,13.0
DefaultStmt,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Stmt.h,-1.0,1.0,0.0,1.0,2.0,11.0,0.0,1.0,9.0,1.0,1.0,1.0,6.0,3.0,0.0,11.0,11.0,11.0,11.0
FixedSizeTemplateParameterListStorage,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/DeclTemplate.h,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnresolvedSet,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/UnresolvedSet.h,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QualifiedTypeLoc,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TypeLoc.h,-1.0,1.0,0.0,1.0,0.0,8.0,0.125,1.0,44.0,0.0,0.0,0.0,6.0,0.0,1.0,7.0,7.0,7.0,8.0
ObjCInterfaceType,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Type.h,-1.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,10.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0
NoInitExpr,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Expr.h,-1.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0
VAArgExpr,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Expr.h,-1.0,0.0,0.0,1.0,2.0,15.0,0.0,1.0,7.0,4.0,1.0,3.0,8.0,5.0,0.0,15.0,15.0,15.0,15.0
DecayedType,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Type.h,-1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0
ParenTypeLoc,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TypeLoc.h,-1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,2.0,4.0,6.0,4.0,4.0,8.0
FileNullabilityMap,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Sema/Sema.h,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,4.0,0.5,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
ObjCList,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/DeclObjC.h,-1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0
CanTypeIterator,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/CanonicalType.h,-1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
ActionResult,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Sema/Ownership.h,-1.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,12.0,2.0,1.0,0.0,5.0,1.0,1.0,6.0,6.0,6.0,7.0
DeclContextLookupResult,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/DeclBase.h,-1.0,1.0,0.0,0.0,3.0,10.0,0.0,0.0,13.0,3.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0
DependentUnaryTransformType,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Type.h,-1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
PackExpansionTypeLoc,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TypeLoc.h,-1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,4.0,4.0,6.0
PackExpansionType,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Type.h,-1.0,1.0,0.0,1.0,1.0,7.0,0.0,2.0,10.0,2.0,1.0,1.0,3.0,0.0,0.0,7.0,7.0,7.0,7.0
UncommonTemplateNameStorage,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TemplateName.h,-1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,16.0,4.0,0.0,1.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0
ParenType,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Type.h,-1.0,1.0,0.0,1.0,1.0,6.0,0.0,2.0,10.0,1.0,1.0,1.0,2.0,0.0,3.0,4.0,4.0,4.0,6.0
DeclFilterCCC,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Sema/TypoCorrection.h,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
InheritableParamAttr,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Attr.h,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
DecltypeTypeLoc,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TypeLoc.h,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
UnresolvedSetIterator,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/UnresolvedSet.h,-1.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,5.0,5.0,7.0
CapturedRegionScopeInfo,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/Sema/ScopeInfo.h,-1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,29.0,6.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
CharUnits,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/CharUnits.h,-1.0,1.0,0.0,0.0,2.0,35.0,0.0,3.0,22.0,1.0,1.0,0.0,7.0,0.0,2.0,33.0,33.0,33.0,35.0
DependentTemplateName,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/TemplateName.h,-1.0,1.0,0.0,1.0,4.0,8.0,0.0,2.0,20.0,4.0,0.5,2.0,5.0,0.0,6.0,7.0,2.0,2.0,8.0
TemplateParmPosition,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/DeclTemplate.h,-1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,2.0,1.0,0.0,3.0,2.0,0.0,5.0,5.0,5.0,5.0
TypoExpr,/home/peterterry/LLVM_Clang/llvm/tools/clang/include/clang/AST/Expr.h,-1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0
